SN,Commodity,Date,Unit,Minimum,Maximum,Average
107947,Tomato Big(Nepali),2018-01-01,Kg,40,45,42.5
107949,Potato Red,2018-01-01,Kg,34,36,35
107951,Onion Dry (Indian),2018-01-01,Kg,70,75,72.5
108015,Tomato Big(Nepali),2018-01-02,Kg,40,45,42.5
108017,Potato Red,2018-01-02,Kg,30,33,31.5
108019,Onion Dry (Indian),2018-01-02,Kg,75,78,76.5
108082,Tomato Big(Nepali),2018-01-03,Kg,40,45,42.5
108084,Potato Red,2018-01-03,Kg,30,33,31.5
108086,Onion Dry (Indian),2018-01-03,Kg,75,80,77.5
108149,Tomato Big(Nepali),2018-01-04,Kg,40,45,42.5
108151,Potato Red,2018-01-04,Kg,30,32,31
108153,Onion Dry (Indian),2018-01-04,Kg,75,80,77.5
108216,Tomato Big(Nepali),2018-01-05,Kg,40,45,42.5
108218,Potato Red,2018-01-05,Kg,30,32,31
108220,Onion Dry (Indian),2018-01-05,Kg,75,80,77.5
108283,Tomato Big(Nepali),2018-01-06,Kg,38,40,39
108285,Potato Red,2018-01-06,Kg,30,32,31
108287,Onion Dry (Indian),2018-01-06,Kg,75,80,77.5
108350,Tomato Big(Nepali),2018-01-07,Kg,40,45,42.5
108352,Potato Red,2018-01-07,Kg,28,30,29
108354,Onion Dry (Indian),2018-01-07,Kg,80,85,82.5
108416,Tomato Big(Nepali),2018-01-08,Kg,40,45,42.5
108418,Potato Red,2018-01-08,Kg,28,30,29
108420,Onion Dry (Indian),2018-01-08,Kg,85,88,86.5
108482,Tomato Big(Nepali),2018-01-09,Kg,40,45,42.5
108484,Potato Red,2018-01-09,Kg,28,30,29
108486,Onion Dry (Indian),2018-01-09,Kg,80,85,82.5
108548,Tomato Big(Nepali),2018-01-10,Kg,40,45,42.5
108550,Potato Red,2018-01-10,Kg,28,30,29
108552,Onion Dry (Indian),2018-01-10,Kg,80,85,82.5
108616,Tomato Big(Nepali),2018-01-11,Kg,40,45,42.5
108618,Potato Red,2018-01-11,Kg,28,30,29
108620,Onion Dry (Indian),2018-01-11,Kg,85,88,86.5
